Sample	Species	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
CDO160115	Clostridioides difficile		NODE_17_length_71336_cov_44.539440	11069	12208	+	vanS-Cd	VanG-Cd-type vancomycin resistance histidine kinase VanS	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	INTERNAL_STOP	380	380	100.0	98.95	380	AXB64455.1	VanG-Cd-type vancomycin resistance histidine kinase VanS		
CDO160115	Clostridioides difficile		NODE_17_length_71336_cov_44.539440	12472	13569	+	vanG	D-alanine--D-serine ligase VanG-Cd	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	366	366	100.0	98.91	366	PBI24747.1	D-alanine--D-serine ligase VanG-Cd		
CDO160115	Clostridioides difficile		NODE_17_length_71336_cov_44.539440	14393	16528	+	vanT-Cd	membrane-bound serine racemase VanT-Cd	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	712	712	100.0	99.72	712	CZR78671.1	membrane-bound serine racemase VanT-Cd		
CDO160115	Clostridioides difficile		NODE_4_length_327624_cov_53.982469	248173	248868	+	tcdC	glycosylating toxin anti-sigma factor TcdC	plus	VIRULENCE	VIRULENCE			BLASTX	232	232	100.0	99.57	232	AJP10340.1	glycosylating toxin anti-sigma factor TcdC		
CDO160115	Clostridioides difficile		NODE_4_length_327624_cov_53.982469	249209	257338	-	tcdA	glycosylating toxin TcdA	plus	VIRULENCE	VIRULENCE			BLASTX	2710	2710	100.0	99.89	2710	AJP10339.1	glycosylating toxin TcdA		
CDO160115	Clostridioides difficile		NODE_4_length_327624_cov_53.982469	258069	258566	-	tcdE	holin-like glycosylating toxin export protein TcdE	plus	VIRULENCE	VIRULENCE			EXACTX	166	166	100.0	100.0	166	AJP10337.1	holin-like glycosylating toxin export protein TcdE		
CDO160115	Clostridioides difficile		NODE_4_length_327624_cov_53.982469	258691	265788	-	tcdB	glycosylating toxin TcdB	plus	VIRULENCE	VIRULENCE			BLASTX	2366	2366	100.0	99.87	2366	AJP10336.1	glycosylating toxin TcdB		
CDO160115	Clostridioides difficile		NODE_4_length_327624_cov_53.982469	266109	266660	-	tcdR	glycosylating toxin sigma factor TcdR	plus	VIRULENCE	VIRULENCE			BLASTX	184	184	100.0	98.91	184	AJP10335.1	glycosylating toxin sigma factor TcdR		
CDO160115	Clostridioides difficile		NODE_9_length_213901_cov_59.731651	120265	121215	-	blaCDD	CDD family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	317	312	100.0	94.32	317	WP_009901927.1	class D beta-lactamase CDD-1		
CDO160117	Clostridioides difficile		NODE_16_length_85634_cov_10.861321	7070	7576	+	vanZ1	glycopeptide resistance protein VanZ1	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTX	169	169	100.0	100.0	169	CAJ68095.1	glycopeptide resistance protein VanZ1		
CDO160117	Clostridioides difficile		NODE_19_length_78550_cov_9.687936	65699	66397	+	vanR-Cd	VanG-Cd-type vancomycin resistance DNA-binding response regulator VanR	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTX	233	233	100.0	100.0	233	AXB64454.1	VanG-Cd-type vancomycin resistance DNA-binding response regulator VanR		
CDO160117	Clostridioides difficile		NODE_19_length_78550_cov_9.687936	66390	67529	+	vanS-Cd	VanG-Cd-type vancomycin resistance histidine kinase VanS	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	INTERNAL_STOP	380	380	100.0	99.21	380	AXB64455.1	VanG-Cd-type vancomycin resistance histidine kinase VanS		
CDO160117	Clostridioides difficile		NODE_19_length_78550_cov_9.687936	67793	68890	+	vanG	D-alanine--D-serine ligase VanG-Cd	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	366	366	100.0	98.91	366	PBI24747.1	D-alanine--D-serine ligase VanG-Cd		
CDO160117	Clostridioides difficile		NODE_19_length_78550_cov_9.687936	69714	71849	+	vanT-Cd	membrane-bound serine racemase VanT-Cd	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	712	712	100.0	99.44	712	CZR78671.1	membrane-bound serine racemase VanT-Cd		
CDO160117	Clostridioides difficile		NODE_2_length_188111_cov_12.465806	211	762	+	tcdR	glycosylating toxin sigma factor TcdR	plus	VIRULENCE	VIRULENCE			EXACTX	184	184	100.0	100.0	184	AJP10335.1	glycosylating toxin sigma factor TcdR		
CDO160117	Clostridioides difficile		NODE_2_length_188111_cov_12.465806	1083	8180	+	tcdB	glycosylating toxin TcdB	plus	VIRULENCE	VIRULENCE			BLASTX	2366	2366	100.0	99.96	2366	AJP10336.1	glycosylating toxin TcdB		
CDO160117	Clostridioides difficile		NODE_2_length_188111_cov_12.465806	8305	8802	+	tcdE	holin-like glycosylating toxin export protein TcdE	plus	VIRULENCE	VIRULENCE			EXACTX	166	166	100.0	100.0	166	AJP10337.1	holin-like glycosylating toxin export protein TcdE		
CDO160117	Clostridioides difficile		NODE_2_length_188111_cov_12.465806	9533	17662	+	tcdA	glycosylating toxin TcdA	plus	VIRULENCE	VIRULENCE			BLASTX	2710	2710	100.0	99.89	2710	AJP10339.1	glycosylating toxin TcdA		
CDO160117	Clostridioides difficile		NODE_2_length_188111_cov_12.465806	18003	18698	-	tcdC	glycosylating toxin anti-sigma factor TcdC	plus	VIRULENCE	VIRULENCE			EXACTX	232	232	100.0	100.0	232	AJP10340.1	glycosylating toxin anti-sigma factor TcdC		
CDO160117	Clostridioides difficile		NODE_6_length_145339_cov_14.243017	55410	56345	-	blaCDD	CDD family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	312	308	100.0	98.4	312	WP_021361759.1	class D beta-lactamase CDD-2		
CDO160118	Clostridioides difficile		NODE_14_length_84970_cov_17.274813	618	1169	+	tcdR	glycosylating toxin sigma factor TcdR	plus	VIRULENCE	VIRULENCE			BLASTX	184	184	100.0	98.91	184	AJP10335.1	glycosylating toxin sigma factor TcdR		
CDO160118	Clostridioides difficile		NODE_14_length_84970_cov_17.274813	1490	8587	+	tcdB	glycosylating toxin TcdB	plus	VIRULENCE	VIRULENCE			BLASTX	2366	2366	100.0	99.96	2366	AJP10336.1	glycosylating toxin TcdB		
CDO160118	Clostridioides difficile		NODE_14_length_84970_cov_17.274813	8712	9209	+	tcdE	holin-like glycosylating toxin export protein TcdE	plus	VIRULENCE	VIRULENCE			EXACTX	166	166	100.0	100.0	166	AJP10337.1	holin-like glycosylating toxin export protein TcdE		
CDO160118	Clostridioides difficile		NODE_14_length_84970_cov_17.274813	9940	18069	+	tcdA	glycosylating toxin TcdA	plus	VIRULENCE	VIRULENCE			BLASTX	2710	2710	100.0	99.93	2710	AJP10339.1	glycosylating toxin TcdA		
CDO160118	Clostridioides difficile		NODE_14_length_84970_cov_17.274813	18410	19105	-	tcdC	glycosylating toxin anti-sigma factor TcdC	plus	VIRULENCE	VIRULENCE			EXACTX	232	232	100.0	100.0	232	AJP10340.1	glycosylating toxin anti-sigma factor TcdC		
CDO160118	Clostridioides difficile		NODE_23_length_58616_cov_14.418643	10259	10957	+	vanR-Cd	VanG-Cd-type vancomycin resistance DNA-binding response regulator VanR	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTX	233	233	100.0	100.0	233	AXB64454.1	VanG-Cd-type vancomycin resistance DNA-binding response regulator VanR		
CDO160118	Clostridioides difficile		NODE_23_length_58616_cov_14.418643	10950	12089	+	vanS-Cd	VanG-Cd-type vancomycin resistance histidine kinase VanS	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	380	380	100.0	99.74	380	AXB64455.1	VanG-Cd-type vancomycin resistance histidine kinase VanS		
CDO160118	Clostridioides difficile		NODE_23_length_58616_cov_14.418643	12353	13450	+	vanG	D-alanine--D-serine ligase VanG-Cd	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	366	366	100.0	99.45	366	PBI24747.1	D-alanine--D-serine ligase VanG-Cd		
CDO160118	Clostridioides difficile		NODE_23_length_58616_cov_14.418643	14274	16409	+	vanT-Cd	membrane-bound serine racemase VanT-Cd	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	712	712	100.0	99.58	712	CZR78671.1	membrane-bound serine racemase VanT-Cd		
CDO160118	Clostridioides difficile		NODE_84_length_2510_cov_12.263114	962	1468	-	vanZ1	glycopeptide resistance protein VanZ1	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTX	169	169	100.0	100.0	169	CAJ68095.1	glycopeptide resistance protein VanZ1		
CDO160118	Clostridioides difficile		NODE_8_length_142540_cov_19.525942	66820	67770	+	blaCDD	CDD family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	317	312	100.0	95.27	317	WP_009901927.1	class D beta-lactamase CDD-1		
CDO160123	Clostridioides difficile		NODE_128_length_9546_cov_11.245780	131	8260	+	tcdA	glycosylating toxin TcdA	plus	VIRULENCE	VIRULENCE			BLASTX	2710	2710	100.0	99.89	2710	AJP10339.1	glycosylating toxin TcdA		
CDO160123	Clostridioides difficile		NODE_128_length_9546_cov_11.245780	8601	9296	-	tcdC	glycosylating toxin anti-sigma factor TcdC	plus	VIRULENCE	VIRULENCE			EXACTX	232	232	100.0	100.0	232	AJP10340.1	glycosylating toxin anti-sigma factor TcdC		
CDO160123	Clostridioides difficile		NODE_139_length_8536_cov_12.023903	199	7296	+	tcdB	glycosylating toxin TcdB	plus	VIRULENCE	VIRULENCE			BLASTX	2366	2366	100.0	99.96	2366	AJP10336.1	glycosylating toxin TcdB		
CDO160123	Clostridioides difficile		NODE_139_length_8536_cov_12.023903	7421	7918	+	tcdE	holin-like glycosylating toxin export protein TcdE	plus	VIRULENCE	VIRULENCE			EXACTX	166	166	100.0	100.0	166	AJP10337.1	holin-like glycosylating toxin export protein TcdE		
CDO160123	Clostridioides difficile		NODE_5_length_70357_cov_19.790930	188	1138	-	blaCDD	CDD family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	317	312	100.0	95.27	317	WP_009901927.1	class D beta-lactamase CDD-1		
CDO160123	Clostridioides difficile		NODE_60_length_22363_cov_8.733720	5736	7871	-	vanT-Cd	membrane-bound serine racemase VanT-Cd	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	712	712	100.0	99.58	712	CZR78671.1	membrane-bound serine racemase VanT-Cd		
CDO160123	Clostridioides difficile		NODE_60_length_22363_cov_8.733720	8695	9792	-	vanG	D-alanine--D-serine ligase VanG-Cd	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	366	366	100.0	99.45	366	PBI24747.1	D-alanine--D-serine ligase VanG-Cd		
CDO160123	Clostridioides difficile		NODE_60_length_22363_cov_8.733720	10056	11195	-	vanS-Cd	VanG-Cd-type vancomycin resistance histidine kinase VanS	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	380	380	100.0	99.74	380	AXB64455.1	VanG-Cd-type vancomycin resistance histidine kinase VanS		
CDO160123	Clostridioides difficile		NODE_60_length_22363_cov_8.733720	11188	11886	-	vanR-Cd	VanG-Cd-type vancomycin resistance DNA-binding response regulator VanR	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTX	233	233	100.0	100.0	233	AXB64454.1	VanG-Cd-type vancomycin resistance DNA-binding response regulator VanR		
CDO160123	Clostridioides difficile		NODE_66_length_21008_cov_9.758920	19455	19961	-	vanZ1	glycopeptide resistance protein VanZ1	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTX	169	169	100.0	100.0	169	CAJ68095.1	glycopeptide resistance protein VanZ1		
CDO160127	Clostridioides difficile		NODE_18_length_58855_cov_29.337454	10498	11196	+	vanR-Cd	VanG-Cd-type vancomycin resistance DNA-binding response regulator VanR	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTX	233	233	100.0	100.0	233	AXB64454.1	VanG-Cd-type vancomycin resistance DNA-binding response regulator VanR		
CDO160127	Clostridioides difficile		NODE_18_length_58855_cov_29.337454	11189	12328	+	vanS-Cd	VanG-Cd-type vancomycin resistance histidine kinase VanS	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	380	380	100.0	99.74	380	AXB64455.1	VanG-Cd-type vancomycin resistance histidine kinase VanS		
CDO160127	Clostridioides difficile		NODE_18_length_58855_cov_29.337454	12592	13689	+	vanG	D-alanine--D-serine ligase VanG-Cd	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	366	366	100.0	99.45	366	PBI24747.1	D-alanine--D-serine ligase VanG-Cd		
CDO160127	Clostridioides difficile		NODE_18_length_58855_cov_29.337454	14513	16648	+	vanT-Cd	membrane-bound serine racemase VanT-Cd	plus	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	712	712	100.0	99.58	712	CZR78671.1	membrane-bound serine racemase VanT-Cd		
CDO160127	Clostridioides difficile		NODE_1_length_691814_cov_39.838677	347864	348559	+	tcdC	glycosylating toxin anti-sigma factor TcdC	plus	VIRULENCE	VIRULENCE			EXACTX	232	232	100.0	100.0	232	AJP10340.1	glycosylating toxin anti-sigma factor TcdC		
CDO160127	Clostridioides difficile		NODE_1_length_691814_cov_39.838677	348900	357029	-	tcdA	glycosylating toxin TcdA	plus	VIRULENCE	VIRULENCE			BLASTX	2710	2710	100.0	99.93	2710	AJP10339.1	glycosylating toxin TcdA		
CDO160127	Clostridioides difficile		NODE_1_length_691814_cov_39.838677	357760	358257	-	tcdE	holin-like glycosylating toxin export protein TcdE	plus	VIRULENCE	VIRULENCE			EXACTX	166	166	100.0	100.0	166	AJP10337.1	holin-like glycosylating toxin export protein TcdE		
CDO160127	Clostridioides difficile		NODE_1_length_691814_cov_39.838677	358382	365479	-	tcdB	glycosylating toxin TcdB	plus	VIRULENCE	VIRULENCE			BLASTX	2366	2366	100.0	99.96	2366	AJP10336.1	glycosylating toxin TcdB		
CDO160127	Clostridioides difficile		NODE_1_length_691814_cov_39.838677	365800	366351	-	tcdR	glycosylating toxin sigma factor TcdR	plus	VIRULENCE	VIRULENCE			BLASTX	184	184	100.0	98.91	184	AJP10335.1	glycosylating toxin sigma factor TcdR		
CDO160127	Clostridioides difficile		NODE_1_length_691814_cov_39.838677	598938	599888	-	blaCDD	CDD family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	317	312	100.0	95.27	317	WP_009901927.1	class D beta-lactamase CDD-1		
MRR160069	Enterobacter cloacae		NODE_102_length_12949_cov_25.900873	1388	1660	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.0	94.51	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP		
MRR160069	Enterobacter cloacae		NODE_102_length_12949_cov_25.900873	1679	2026	-	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.0	100.0	116	CAA70196.1	mercuric transport protein MerT		
MRR160069	Enterobacter cloacae		NODE_102_length_12949_cov_25.900873	2098	2523	+	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	142	144	98.61	92.96	142	CAA77320.1	mercury resistance transcriptional regulator MerR		
MRR160069	Enterobacter cloacae		NODE_102_length_12949_cov_25.900873	5278	6747	-	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	490	491	99.8	98.98	490	SPD96882.1	copper/silver sensor histidine kinase SilS		
MRR160069	Enterobacter cloacae		NODE_102_length_12949_cov_25.900873	6743	7420	-	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	226	226	100.0	97.79	226	SPD96883.1	copper/silver response regulator transcription factor SilR		
MRR160069	Enterobacter cloacae		NODE_102_length_12949_cov_25.900873	7610	8992	+	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	461	461	100.0	100.0	461	AAD11746.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC		
MRR160069	Enterobacter cloacae		NODE_102_length_12949_cov_25.900873	9023	9373	+	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	117	117	100.0	100.0	117	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF		
MRR160069	Enterobacter cloacae		NODE_102_length_12949_cov_25.900873	9490	10779	+	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	430	430	100.0	98.14	430	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB		
MRR160069	Enterobacter cloacae		NODE_116_length_12338_cov_27.680288	8501	9643	-	blaACT-44	cephalosporin-hydrolyzing class C beta-lactamase ACT-44	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	381	381	100.0	100.0	381	WP_045340466.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-44		
MRR160069	Enterobacter cloacae		NODE_124_length_12056_cov_26.562076	3380	5194	+	pcoA	multicopper oxidase PcoA	plus	STRESS	METAL	COPPER	COPPER	BLASTX	605	605	100.0	99.5	605	CAA58525.1	multicopper oxidase PcoA		
MRR160069	Enterobacter cloacae		NODE_124_length_12056_cov_26.562076	5203	6090	+	pcoB	copper-binding protein PcoB	plus	STRESS	METAL	COPPER	COPPER	BLASTX	296	296	100.0	96.62	296	CAA58526.1	copper-binding protein PcoB		
MRR160069	Enterobacter cloacae		NODE_124_length_12056_cov_26.562076	6133	6510	+	pcoC	copper resistance system metallochaperone PcoC	plus	STRESS	METAL	COPPER	COPPER	BLASTX	126	126	100.0	98.41	126	CAA58527.1	copper resistance system metallochaperone PcoC		
MRR160069	Enterobacter cloacae		NODE_124_length_12056_cov_26.562076	6518	7444	+	pcoD	copper resistance inner membrane protein PcoD	plus	STRESS	METAL	COPPER	COPPER	BLASTX	309	309	100.0	97.73	309	CAA58528.1	copper resistance inner membrane protein PcoD		
MRR160069	Enterobacter cloacae		NODE_124_length_12056_cov_26.562076	7502	8179	+	pcoR	copper response regulator transcription factor PcoR	plus	STRESS	METAL	COPPER	COPPER	BLASTX	226	226	100.0	99.12	226	CAA58529.1	copper response regulator transcription factor PcoR		
MRR160069	Enterobacter cloacae		NODE_124_length_12056_cov_26.562076	8179	9576	+	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	BLASTX	466	466	100.0	97.64	466	CAA58530.1	copper resistance membrane spanning protein PcoS		
MRR160069	Enterobacter cloacae		NODE_124_length_12056_cov_26.562076	9797	10228	+	pcoE	copper resistance system metallochaperone PcoE	plus	STRESS	METAL	COPPER	COPPER	BLASTX	144	144	100.0	98.61	144	CAA58532.1	copper resistance system metallochaperone PcoE		
MRR160069	Enterobacter cloacae		NODE_144_length_10654_cov_24.846395	76	1113	-	terC	tellurium resistance membrane protein TerC	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	346	346	100.0	90.46	346	AAA98291.1	tellurium resistance membrane protein TerC		
MRR160069	Enterobacter cloacae		NODE_144_length_10654_cov_24.846395	1139	1591	-	terB	tellurium resistance membrane protein TerB	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	151	151	100.0	90.73	151	ACI12150.1	tellurium resistance membrane protein TerB		
MRR160069	Enterobacter cloacae		NODE_144_length_10654_cov_24.846395	2774	3352	-	terZ	tellurium resistance-associated protein TerZ	plus	STRESS	METAL	TELLURIUM	TELLURIUM	EXACTX	193	193	100.0	100.0	193	AAA86846.1	tellurium resistance-associated protein TerZ		
MRR160069	Enterobacter cloacae		NODE_144_length_10654_cov_24.846395	9923	10387	+	terW	tellurium resistance protein TerW	plus	STRESS	METAL	TELLURIUM	TELLURIUM	EXACTX	155	155	100.0	100.0	155	AAC44736.1	tellurium resistance protein TerW		
MRR160069	Enterobacter cloacae		NODE_200_length_8934_cov_17.122630	1152	1583	+	pcoE	copper resistance system metallochaperone PcoE	plus	STRESS	METAL	COPPER	COPPER	BLASTX	144	144	100.0	91.67	144	CAA58532.1	copper resistance system metallochaperone PcoE		
MRR160069	Enterobacter cloacae		NODE_266_length_6835_cov_22.867770	596	1015	+	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	BLASTX	140	141	99.29	90.0	140	AAA21096.1	glutaredoxin-dependent arsenate reductase		
MRR160069	Enterobacter cloacae		NODE_266_length_6835_cov_22.867770	596	1015	+	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	BLASTX	140	141	99.29	90.0	140	BAA24824.1	glutaredoxin-dependent arsenate reductase		
MRR160069	Enterobacter cloacae		NODE_34_length_21415_cov_26.246242	3709	6858	-	oqxB	multidrug efflux RND transporter permease subunit OqxB	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	BLASTX	1050	1050	100.0	96.29	1050	WP_012967412.1	multidrug efflux RND transporter permease subunit OqxB9		
MRR160069	Enterobacter cloacae		NODE_34_length_21415_cov_26.246242	6885	8057	-	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	BLASTX	391	391	100.0	91.3	391	WP_002914189.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA		
MRR160069	Enterobacter cloacae		NODE_356_length_5126_cov_26.968194	4008	4865	-	blaSHV-12	class A extended-spectrum beta-lactamase SHV-12	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	286	286	100.0	100.0	286	WP_002904004.1	class A extended-spectrum beta-lactamase SHV-12		
MRR160069	Enterobacter cloacae		NODE_422_length_4033_cov_20.220686	1655	2851	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_031942321.1	tetracycline efflux MFS transporter Tet(A)		
MRR160069	Enterobacter cloacae		NODE_463_length_3439_cov_19.827295	190	741	+	aac(6')-Ib3	aminoglycoside N-acetyltransferase AAC(6')-Ib3	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	ALLELEX	184	184	100.0	100.0	184	WP_032488579.1	aminoglycoside N-acetyltransferase AAC(6')-Ib3		
MRR160069	Enterobacter cloacae		NODE_494_length_3011_cov_21.178571	104	679	+	terD	tellurium resistance membrane protein TerD	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	192	192	100.0	95.31	192	AAA98292.1	tellurium resistance membrane protein TerD		
MRR160069	Enterobacter cloacae		NODE_504_length_2945_cov_34.784244	1289	2164	-	fieF	CDF family cation-efflux transporter FieF	plus	STRESS	METAL			BLASTX	292	300	97.33	90.75	292	BAE77395.1	CDF family cation-efflux transporter FieF		
MRR160069	Enterobacter cloacae		NODE_509_length_2862_cov_24.855941	1120	2736	+	mcr-9.1	phosphoethanolamine--lipid A transferase MCR-9.1	plus	AMR	AMR	COLISTIN	COLISTIN	ALLELEX	539	539	100.0	100.0	539	AYW01299.1	phosphoethanolamine--lipid A transferase MCR-9.1		
MRR160069	Enterobacter cloacae		NODE_532_length_2654_cov_25.861496	221	1093	+	blaCTX-M-9	class A extended-spectrum beta-lactamase CTX-M-9	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_032489926.1	class A extended-spectrum beta-lactamase CTX-M-9		
MRR160069	Enterobacter cloacae		NODE_544_length_2485_cov_44.885920	1539	2333	-	blaOXA-48	carbapenem-hydrolyzing class D beta-lactamase OXA-48	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	265	265	100.0	100.0	265	WP_015059991.1	carbapenem-hydrolyzing class D beta-lactamase OXA-48		
MRR160069	Enterobacter cloacae		NODE_562_length_2322_cov_22.954442	158	811	+	qnrA1	quinolone resistance pentapeptide repeat protein QnrA1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.0	100.0	218	WP_012579084.1	quinolone resistance pentapeptide repeat protein QnrA1		
